ds,yhat,yhat_lower,yhat_upper
2015-04-20,22.30823341514443,10.357216520875866,33.46529366869063
2015-04-21,22.24027652493085,10.337958479377727,33.800377531219816
2015-04-22,22.1782284069973,10.580734549633554,33.288817413281485
2015-04-23,22.17725817957512,10.72584485370616,34.2132574243267
2015-04-24,22.260311882583903,11.518596339910854,35.11901367034026
2015-04-27,22.521351013432078,11.013932064451529,34.12435305961026
2015-04-28,22.49011777283932,10.704115960638818,34.28711951500053
2015-04-29,22.45336962964912,10.797292426679272,34.668589399992975
2015-04-30,22.46581148995044,10.74120852993275,34.8310244956291
2015-05-01,22.55026327672789,10.742110991609227,34.13290761434407
2015-05-04,22.747133465216397,11.593393742248937,34.460729888890164
2015-05-05,22.674507891262266,10.580792211420725,33.747350080735266
2015-05-06,22.588433621356383,11.090566569228743,34.043928722681855
2015-05-07,22.54518227872275,11.367001343063805,35.09226140108423
2015-05-08,22.569286526726035,10.791459520164533,33.96643367253999
2015-05-11,22.575675465388592,10.582236239954808,34.108662619667626
2015-05-12,22.442595109686714,10.723372980373963,33.85587877505751
2015-05-13,22.30051495294283,10.269961105459261,33.4692956977302
2015-05-14,22.20726422763235,10.36232277954014,34.076007369474134
2015-05-15,22.188748076263643,11.636772507021407,33.61653288912888
2015-05-18,22.1215718429896,9.986017221801823,34.30138856963944
2015-05-19,21.984079840691134,10.000840418389263,34.35627117008608
2015-05-20,21.847938208654718,10.198749815918402,33.5610071193329
2015-05-21,21.770728446657774,10.496267037111371,33.14337043689298
2015-05-22,21.7778417128887,10.064404682370443,33.478425756458975
2015-05-26,21.753443130791908,9.65857010490217,33.13553226289727
2015-05-27,21.675806864815172,9.685758134689904,33.472372364294905
2015-05-28,21.65972733791155,10.188120377594142,33.19052670792233
2015-05-29,21.72917454662171,10.130712245064005,33.35727683461421
2015-06-01,21.968818536979686,10.256500951893683,33.67403559946312
2015-06-02,21.940342114746574,10.439552925601555,33.360990280018505
2015-06-03,21.912923436020243,10.378222436271411,33.82437964288409
2015-06-04,21.942170592053102,10.740286394870092,33.681069117539685
2015-06-05,22.051742451905124,10.340102475567834,34.29034963217793
2015-06-08,22.381117807171726,10.881688263536146,34.06179678645583
2015-06-09,22.37370772683704,9.798796955693772,34.23312134861908
2015-06-10,22.364147269183906,10.741035081930898,34.64336424218901
2015-06-11,22.40903267576533,11.425730019715813,33.73192318306976
2015-06-12,22.533133872079805,11.52012254343759,34.74929536169654
2015-06-15,22.91148134923985,12.615724103102137,34.42877839994947
2015-06-16,22.92618243941955,11.764857810529323,34.645083875146945
2015-06-17,22.943445424144564,11.32491269682219,34.76606086756062
2015-06-18,23.020754547150528,10.992763045298812,34.22157183500875
2015-06-19,23.183573868877716,11.147336309577435,35.028482307026486
2015-06-22,23.719189062609402,12.017193666636862,35.166432471215956
2015-06-23,23.799773110216805,12.26389597213838,34.74538845986642
2015-06-24,23.88880532648765,12.159989596018715,35.38582802220449
2015-06-25,24.042830456823282,12.68008823449298,35.673413066326596
2015-06-26,24.286101627694745,13.496361151300468,36.00533136222972
2015-06-29,25.069881184619746,13.375620827777292,36.27866710213892
2015-06-30,25.229355338081948,13.00487355950899,36.810840931795
2015-07-01,25.392027240649774,13.026650463871558,36.369256056138425
2015-07-02,25.61238394799006,13.845139965404414,37.452253050794745
2015-07-06,26.79333014516426,15.077573238696806,38.61901538778896
2015-07-07,26.955355110496754,15.600372801116944,38.41433642434897
2015-07-08,27.10389364352401,15.175728767819287,38.74114437229152
2015-07-09,27.292859334240934,15.376715447759553,38.8241961595409
2015-07-10,27.54430746127153,16.808247782439935,38.5121883235313
2015-07-13,28.178179355342273,16.71418946358591,39.616519377912375
2015-07-14,28.228048996031138,16.444113563611317,38.6229813956502
2015-07-15,28.25225955489266,17.23939888061486,39.55067826393955
2015-07-16,28.30693414430678,17.222698349796545,40.200621575509764
2015-07-17,28.416644822271877,16.529754626991583,40.29146536987277
2015-07-20,28.609236622607284,17.031944749152874,41.07989931460824
2015-07-21,28.51688663536339,16.4364576775326,39.8314136715665
2015-07-22,28.406524953871635,16.765340493616772,39.50459729692691
2015-07-23,28.33730032052196,17.325084160081456,41.12572724591088
2015-07-24,28.336637361576834,17.19416357621197,39.55153499505556
2015-07-27,28.303698757512837,16.735697475684606,40.14531539767485
2015-07-28,28.17770699450605,16.461964950300246,39.76547095001515
2015-07-29,28.056550711674475,15.754317908098535,39.53264951388263
2015-07-30,27.999888533112788,16.564456975938473,39.18600895239852
2015-07-31,28.03512772791303,16.64026316634802,39.61558849229343
2015-08-03,28.241753922539832,15.9618371954772,39.17662758992108
2015-08-04,28.23426101485781,16.831833244012472,39.47299012860884
2015-08-05,28.2470815357579,16.714371534603522,40.849348653561826
2015-08-06,28.33694764435763,16.336197130677334,39.236947336375124
2015-08-07,28.52800872559337,16.90667168158315,39.58277492615657
2015-08-10,29.221831092414725,17.494742248300977,40.99032997051556
2015-08-11,29.370711424677275,17.560037614007932,41.77516848078667
2015-08-12,29.530589410152274,17.688428120616262,40.9387159193942
2015-08-13,29.75459229813077,17.895405179403827,41.00668147966052
2015-08-14,30.063497349138753,18.402759336782417,42.26563114969018
2015-08-17,30.984408651894647,19.980106783357176,43.3372883081574
2015-08-18,31.159394840526314,19.371926340802627,43.298623195984405
2015-08-19,31.318096514303598,20.39947173129912,43.1628008186142
2015-08-20,31.51296280870306,20.255473579831033,43.34438793230255
2015-08-21,31.764661530840023,20.565090526812966,43.674817385210375
2015-08-24,32.3529106322903,20.922215563961387,43.86191001928554
2015-08-25,32.36847188162576,20.837065155328656,44.0428259609249
2015-08-26,32.34726962198785,20.972508318594375,44.19062017131934
2015-08-27,32.3446530171876,20.415091400738625,43.483551075205554
2015-08-28,32.38452066441472,20.948258194974215,42.75868630101352
2015-08-31,32.28692521317822,19.899046550269308,43.91165433025453
2015-09-01,32.069597449715936,20.45333401467809,43.36883961252369
2015-09-02,31.819642764537505,20.754561624076526,43.521395660589256
2015-09-03,31.596020931263624,20.232251056643257,43.13280402992913
2015-09-04,31.426035130481715,19.589029929069707,43.266034825285864
2015-09-08,30.44058464009946,18.663217604418744,42.370661743659056
2015-09-09,30.076180683185925,18.879775022074753,41.6645983133126
2015-09-10,29.762216801051522,18.21306857994132,40.916473828979136
2015-09-11,29.526584144344525,17.937391281580588,40.995337970980735
2015-09-14,28.84597676216538,17.49020274336575,40.756488376197424
2015-09-15,28.520871384488437,16.801564411137022,40.040261460632244
2015-09-16,28.207052321468232,16.67175749440993,39.505661214506446
2015-09-17,27.962654566494262,16.600783227676377,40.203366123223844
2015-09-18,27.813408311330008,17.399239315929933,38.3825430224274
2015-09-21,27.468480888407186,15.681821088678106,39.58914248427054
2015-09-22,27.27213328344267,15.951808459388623,38.90925618852615
2015-09-23,27.091137948382762,15.55527782595669,38.088428789333776
2015-09-24,26.98110269585288,15.945493708731862,38.34935358999415
2015-09-25,26.96536481940782,15.05884349945057,39.34903094391672
2015-09-28,26.994816640754124,15.501432887913454,38.991286065977434
2015-09-29,26.908742893317836,14.893091203809906,38.11511683957167
2015-09-30,26.828543232742486,14.959783962504414,38.90554976582267
2015-10-01,26.808931535937162,14.968407124422683,37.19639596985356
2015-10-02,26.872646197384515,15.576621791710076,38.64121050363293
2015-10-05,27.072865147181254,15.249643792049868,38.627561584397554
2015-10-06,27.021877727123183,15.207673586171714,38.49975569841302
2015-10-07,26.966747017422463,15.584048282336406,38.313967281307086
2015-10-08,26.962995644664378,15.824986111467746,38.98555363137543
2015-10-09,27.034302121228837,16.648273578170745,38.23178459172846
2015-10-12,27.218309514795052,15.566422545179892,38.976982865646924
2015-10-13,27.15262845069075,15.325467265685834,38.0646429780165
2015-10-14,27.079981598529685,16.001986798430902,38.865264908641194
2015-10-15,27.056907222918994,15.640085736673257,38.83811037580072
2015-10-16,27.108015017981156,15.30475354302744,38.09274525370511
2015-10-19,27.23388521221791,15.968507451696127,38.36052676847304
2015-10-20,27.151616864735026,15.31294417959846,38.5354456158459
2015-10-21,27.06445462924284,15.817364257923408,38.27815387973148
2015-10-22,27.029162496101897,14.55449960139056,38.07067773721427
2015-10-23,27.070467536346193,16.056280979738563,38.3673043221883
2015-10-26,27.181251408448922,15.744469872400321,39.00563855964886
2015-10-27,27.09833898444245,15.470618412377256,38.54466839687304
2015-10-28,27.012426168427034,15.164527872312114,38.39519427299343
2015-10-29,26.980073148543944,16.031254910397198,38.79206750541828
2015-10-30,27.025810907041468,15.859056149123859,39.87234549433345
2015-11-02,27.157310624219992,15.364330314183228,38.49201179975532
2015-11-03,27.083477512205004,14.373126496288114,39.05155347655941
2015-11-04,27.007714608396718,15.512329811145207,38.9740927604932
2015-11-05,26.986657824101698,16.3006627185318,38.365080080207754
2015-11-06,27.04496867103428,15.153759243109805,38.426732948258476
2015-11-09,27.223833878990717,16.194555937096244,38.423969014731476
2015-11-10,27.169820752524608,15.977392214364372,39.222160435509764
2015-11-11,27.116332833881962,15.69581818245454,39.211832139864875
2015-11-12,27.12025665687162,15.194321421724128,38.237225277307395
2015-11-13,27.206473281710345,15.036957566505698,39.194837457582246
2015-11-16,27.488007141870845,15.758941345316241,39.39648491336213
2015-11-17,27.4746366487563,15.204006506855123,38.67186388882541
2015-11-18,27.46482945650658,16.41299054518299,39.39752574642955
2015-11-19,27.51521725614155,15.782080423991292,38.79109171876658
2015-11-20,27.650318459564463,16.94159481620103,39.66460707837048
2015-11-23,28.08779804799591,16.82352262078423,39.4867803226075
2015-11-24,28.127262383984995,16.549330919416633,39.830877216603135
2015-11-25,28.16937594221811,16.397175486379126,40.16916162774977
2015-11-27,28.45228513441129,16.68452551303331,40.42168781421242
2015-11-30,29.005225906487304,16.377463976651228,40.853655920071624
2015-12-01,29.071106245857443,17.335868530504136,41.23703689742789
2015-12-02,29.13207695933922,17.626017999419844,40.241487759136504
2015-12-03,29.243046956667992,16.957197827862537,41.33916267180481
2015-12-04,29.4268577643762,17.404050245793645,39.61941653901149
2015-12-07,29.923880702308956,18.570556578524467,41.68638395651349
2015-12-08,29.949917297444486,19.15523040004157,40.79768485221221
2015-12-09,29.96021334021135,18.297999510476032,40.87226990911296
2015-12-10,30.009766620935935,18.361261362683493,41.98785743792317
2015-12-11,30.121659431465716,19.332784814861363,41.2033798365548
2015-12-14,30.34452317629065,19.46380937249879,42.66617924515148
2015-12-15,30.26191888711135,18.23206726227518,40.76387643182297
2015-12-16,30.156357402372592,17.947346363354345,41.980667949416194
2015-12-17,30.0838383695773,18.43381210198171,42.22039337022627
2015-12-18,30.0685294216159,18.569373434344488,41.58979188390211
2015-12-21,29.890791003321624,18.37485025695187,41.75368660997101
2015-12-22,29.67244645962957,17.547617427220874,40.84523286882114
2015-12-23,29.43215143892401,18.258275658530582,41.153611708861746
2015-12-24,29.227169749054703,17.798102475908824,41.484438801880515
2015-12-28,28.551362689061932,16.00159013026835,39.29733345185739
2015-12-29,28.229829420597284,17.23486580851823,39.34238176770641
2015-12-30,27.895443761177148,16.971243844635204,39.55975824986133
2015-12-31,27.606402253110435,16.562322562994606,39.123355817329156
2016-01-04,26.710580130598526,15.22348139000702,38.24454367064329
2016-01-05,26.36632716315759,14.477616908622368,38.258795091783014
2016-01-06,26.023099455621185,14.48325998465489,37.013661726882965
2016-01-07,25.739397470553648,13.432479087903836,37.5818549690465
2016-01-08,25.541684053485962,13.735501835751679,36.5696198152426
2016-01-11,25.00880154295021,13.102294799520477,36.44235700832144
2016-01-12,24.74123313524369,12.88878555067276,36.3465736349934
2016-01-13,24.50669086704952,12.816855482913228,36.29182709233517
2016-01-14,24.344492003981507,12.559551876734526,35.53157008379234
2016-01-15,24.280324338085116,11.898665027563482,35.26147173888608
2016-01-19,24.113283717178795,13.026479879508727,35.173336024035486
2016-01-20,24.036609961600234,12.018378202814354,36.32979090882325
2016-01-21,24.036274291284442,12.039911731405532,34.61319136256871
2016-01-22,24.13609595642599,12.324717300612393,35.82681207410792
2016-01-25,24.55027719646732,13.904988956815611,36.455461635366994
2016-01-26,24.605141645977845,14.095133528356516,37.229603291713346
2016-01-27,24.671626990773596,12.75290172740353,35.94978887068772
2016-01-28,24.803664218583904,13.15029651976252,35.9789983966203
2016-01-29,25.022903959987936,13.531636772321235,36.60877938549745
2016-02-01,25.697494756173292,14.514987479348529,37.31594621915106
2016-02-02,25.800641380146,14.59858682972871,38.146152728116625
2016-02-03,25.893730850268454,14.372327999782316,37.58491854733281
2016-02-04,26.02964204358484,14.42207272971044,38.13878018502489
2016-02-05,26.229285213385634,13.98340365872429,37.43780730777238
2016-02-08,26.70207641031432,14.764978510232575,38.576226698710975
2016-02-09,26.69142421628823,15.075113649081844,38.1953079115656
2016-02-10,26.648983830701123,15.04918017116801,38.35977860537107
2016-02-11,26.629134232624075,14.53699846163571,38.43405436860906
2016-02-12,26.654656745173817,14.809031542280758,38.55410541069005
2016-02-16,26.285700329249934,14.69005327594356,37.08807375957858
2016-02-17,26.01645667045839,14.92227296225148,37.91466383471828
2016-02-18,25.768729915101876,14.728417414496002,37.49419061962795
2016-02-19,25.568759541270797,13.74548528739919,37.23097424948136
2016-02-22,24.80495990964361,13.769007507654162,37.173817490097676
2016-02-23,24.38980146418197,12.516082909331667,36.36492100677382
2016-02-24,23.956912336096515,13.175789696667568,35.807359452169926
2016-02-25,23.566607315830296,12.230101654519396,35.39476383460002
2016-02-26,23.247317384784584,11.571488543979076,34.55521420652516
2016-02-29,22.280726633498237,11.025572397237825,33.46686399944959
2016-03-01,21.852572752280295,9.92972159397698,33.51852016382635
2016-03-02,21.434196884291026,9.214832460005997,33.21065486175687
2016-03-03,21.085287192056178,9.064242521342333,33.31440718770833
2016-03-04,20.83315881004116,9.667609302423989,32.502227317323815
2016-03-07,20.20469844074777,10.496097047803994,32.343322113713995
2016-03-08,19.926828644440867,7.644359324538083,31.81686921842902
2016-03-09,19.67271894621183,8.34815063217038,31.36211997312074
2016-03-10,19.498811313769565,7.874581444132474,31.173541648019228
2016-03-11,19.429027891671055,8.161616684495568,31.345049014874128
2016-03-14,19.3570698687202,7.608050719865016,29.541011855263694
2016-03-15,19.256625405351905,7.306071245035269,30.989721109812287
2016-03-16,19.170688312112425,7.240620050233604,30.179896453909105
2016-03-17,19.152951729748697,7.528826321658507,31.06268673878428
2016-03-18,19.224924486227213,7.93353476308783,31.093102891224394
2016-03-21,19.47359175360028,7.6006352669116435,31.068978823432502
2016-03-22,19.441306845527215,7.3228607405205945,30.217771632548605
2016-03-23,19.403424500489873,8.155405592001447,30.45434970437336
2016-03-24,19.41389732038193,7.613233465128546,30.952882642794673
2016-03-28,19.66938160446295,7.9286958157795215,31.0168852322502
2016-03-29,19.584731408855326,8.00139940427066,31.565278301996898
2016-03-30,19.484468177539405,7.905193993149427,31.267590673607195
2016-03-31,19.425108373138215,8.660760616326899,31.196118677721948
2016-04-01,19.431536021416946,7.903908682408907,31.62660698275986
2016-04-04,19.37997564202058,7.307290417647378,30.453207181980062
2016-04-05,19.22768730989995,7.761096473480446,31.09111107543612
2016-04-06,19.06737808898556,6.817714996116049,30.632462855911843
2016-04-07,18.957422649664604,7.488432393161521,29.965724927508635
2016-04-08,18.924240275267614,7.930543091670203,31.058866211185443
2016-04-11,18.829636961011204,7.158079020076966,30.646014196087556
2016-04-12,18.689611696967663,6.8125180603952655,30.025642872362038
2016-04-13,18.55456479935549,6.865598382413152,29.919101706878735
2016-04-14,18.482123205915077,6.706321364950154,30.938620564923752
2016-04-15,18.4976171003518,6.242322420313755,30.460623625462475
2016-04-18,18.60083096980661,7.62861526167987,30.179612501767757
2016-04-19,18.537853532573422,7.243186186898158,29.512298086843224
2016-04-20,18.481979563427448,7.01954128812757,30.672399156968105
2016-04-21,18.48869196447866,7.8107989199783745,29.357627033617547
2016-04-22,18.58120429948507,6.8904516184516265,29.994592571171253
2016-04-25,18.883123268834655,7.171565108294432,29.921756727924365
2016-04-26,18.86999578804718,7.151515780252078,30.682260098171458
2016-04-27,18.853589908388418,7.019368170110079,30.224166841288667
2016-04-28,18.88851481635184,7.548242330057336,30.724127950876817
2016-04-29,18.997436296157503,6.824833721527069,30.297349015488535
2016-05-02,19.27733593808804,7.3639164867847295,30.685258956543958
2016-05-03,19.23462611288154,7.661357743007163,30.30719927596347
2016-05-04,19.179033547593196,8.218327437794379,31.005754762285868
2016-05-05,19.166475983339737,8.107762243441366,30.47285114798601
2016-05-06,19.22113988095345,8.081274509630578,31.418371954213313
2016-05-09,19.31501382605725,8.124069588568021,31.591906503320146
2016-05-10,19.20871391089974,6.724540990707987,31.065755460078815
2016-05-11,19.09182455050479,8.27696799475885,30.90240347987625
2016-05-12,19.022004188801763,7.379032369034248,31.762646447937033
2016-05-13,19.02503899632989,7.799828017100876,30.14791005349716
2016-05-16,19.01086205950946,7.465352125058628,30.066948585440944
2016-05-17,18.887293504638706,7.7129497810705345,30.2174839302252
2016-05-18,18.763398982223467,7.376725610214558,30.61158038191896
2016-05-19,18.696942030752744,6.70994851836201,31.872696678630867
2016-05-20,18.713530303668705,6.708698159089599,30.337554492598198
2016-05-23,18.795440331840805,7.584657043791216,30.2196103640384
2016-05-24,18.71934145018978,7.203041887772767,30.07310663121403
2016-05-25,18.64867415155737,7.273922623523013,30.601293547285035
2016-05-26,18.63984301168868,6.796328225182299,30.124703190669685
2016-05-27,18.71703942521275,7.723795618813101,30.20064842216378
2016-05-31,18.967411119684183,8.130441546272674,30.56556797805792
2016-06-01,18.952274620417512,7.699750455630815,29.421562734848255
2016-06-02,18.994806881819446,7.453492011975504,30.682903291115895
2016-06-03,19.118591401285723,7.468319953406507,30.660741514735243
2016-06-06,19.49481142720612,7.915131764065425,31.65381000847807
2016-06-07,19.503802235580906,7.9296209523361485,30.024680745722407
2016-06-08,19.510670414638767,8.938732640237697,31.496875275454755
2016-06-09,19.571775963490456,8.078880014187918,31.18973180626143
2016-06-10,19.711653669225083,7.519022734034966,30.339153188619616
2016-06-13,20.132525665034816,7.633027801885677,31.709987628304834
2016-06-14,20.159215652086285,9.9454605773409,32.373093329808235
2016-06-15,20.18717462013824,8.221528824034452,30.987736030026433
2016-06-16,20.273835571566156,8.85200322875151,32.156158906816415
2016-06-17,20.444663633333505,9.464513823574446,31.814348177409517
2016-06-20,20.997084172508277,9.847851638752708,32.664951306131265
2016-06-21,21.081415932988044,9.592608121278872,32.73188379365256
2016-06-22,21.17367290959429,9.086362711673457,32.29326625863259
2016-06-23,21.330708587492598,9.834878885025221,31.513344617610088
2016-06-24,21.577119236094372,10.425094316511718,33.96495231010701
2016-06-27,22.37484619933893,12.068189495613566,33.92956383303218
2016-06-28,22.54176632528171,10.879753877909458,34.27468156561141
2016-06-29,22.71390501780369,11.104663253278213,33.64592744999914
2016-06-30,22.94608629968151,11.806249527762061,34.269999298178234
2016-07-01,23.260847076284733,12.427309233396342,35.469013392890254
2016-07-05,24.392033227207293,12.434660962481482,35.2702283701637
2016-07-06,24.570761346980042,13.43070144772845,36.427411505767
2016-07-07,24.79304866803091,13.91735350513322,36.403931991345786
2016-07-08,25.08076575464345,13.041804455411656,36.5361515564658
2016-07-11,25.838147573396498,14.50787381494419,37.41980529375215
2016-07-12,25.93275393906483,13.874737313144065,37.74270234761312
2016-07-13,26.002674812229614,14.795805752256655,37.16121295904485
2016-07-14,26.103483219042484,15.1913549421786,37.57890564492335
2016-07-15,26.25917520129896,14.585298947940668,37.383911584683986
2016-07-18,26.58293307918315,14.561029048591484,37.68732038574052
2016-07-19,26.530156741488586,13.994531974896152,38.38544949622507
2016-07-20,26.456432007016204,14.580090885523774,37.52257473609727
2016-07-21,26.420467559120127,15.141629314457854,38.69807796267629
2016-07-22,26.449316604752042,15.137189007700151,38.19696976872737
2016-07-25,26.479943858334757,14.089685265585166,38.30140468969262
2016-07-26,26.366451515670974,15.35943084111603,37.303865037515806
2016-07-27,26.25351280653458,14.866924422886111,37.53712419975635
2016-07-28,26.200973942570506,14.349210405816695,37.85455253143345
2016-07-29,26.236526961291684,15.339618166732958,37.32970222285701
2016-08-01,26.42541937723111,14.698647042113812,38.50604868407976
2016-08-02,26.407567354758758,14.748987201476984,38.384358850148395
2016-08-03,26.408845615920896,15.886428630978582,38.60999135691135
2016-08-04,26.48667404890895,14.749183355596573,37.5329662586355
2016-08-05,26.6659111055578,15.599204562971348,37.76864703712675
2016-08-08,27.332621008425406,15.900367312010394,38.49238242670921
2016-08-09,27.477494388669598,15.702219632054017,38.29734842652298
2016-08-10,27.636891950319878,16.380807198231942,38.52209320706015
2016-08-11,27.86445209596238,16.751663092066227,39.46321183415999
2016-08-12,28.181382676491697,16.322693759190404,39.35322042430936
2016-08-15,29.156089608895947,17.459112282740076,40.793188498326415
2016-08-16,29.359375896031338,18.673414297519702,40.91848997221694
2016-08-17,29.551528444342175,17.857509391526293,41.151126696342885
2016-08-18,29.784818390353077,17.524464678866316,41.40560117098089
2016-08-19,30.079635046317676,18.458339163883124,42.11166922211008
2016-08-22,30.82126168106071,19.091574102232073,42.49990910197159
2016-08-23,30.894191905496747,18.686592554184575,42.2620719245416
2016-08-24,30.932447355386522,19.490580740239565,42.08969597952752
2016-08-25,30.990695639896472,18.33853121409172,42.55129175323071
2016-08-26,31.092132997004274,20.08843392592693,42.75077258209403
2016-08-29,31.176455037049756,19.996835749485765,42.605524183053376
2016-08-30,31.016598847846943,19.688873918129328,43.422976759880456
2016-08-31,30.821512592977285,18.52303902337078,42.345869590191995
2016-09-01,30.64962931890365,19.393317228025865,41.994913789479206
2016-09-02,30.52779623040059,19.007451493720676,42.570033287892926
2016-09-06,29.692835325970286,16.66973620942918,40.55493316319365
2016-09-07,29.35472474956206,17.919304846993562,39.81189587154999
2016-09-08,29.06251373877567,16.528688892232612,40.98223147450044
2016-09-09,28.844237821448935,17.709725190189484,40.042180482509714
2016-09-12,28.19187310178591,17.569761767079868,39.50759673524293
2016-09-13,27.869399043829098,16.429523382804426,38.967493530776046
2016-09-14,27.555520146997768,15.794012012047665,39.49883060800661
2016-09-15,27.30884113967037,16.22727046345413,38.878797537655245
2016-09-16,27.155579137907083,16.534042571744124,39.21501063209593
2016-09-19,26.793089621211863,14.768065511919215,37.01007884086799
2016-09-20,26.620182999700237,14.569109207019729,38.62772391729048
2016-09-21,26.463208121084918,14.440271968923149,38.48855990726017
2016-09-22,26.378146070495077,14.407153977435692,38.210223197923405
2016-09-23,26.388660885202704,15.74336466682152,37.45307407898213
2016-09-26,26.507034038760384,15.052546080772077,38.84996578972903
2016-09-27,26.454543006300888,13.897705408649008,37.734153151457264
2016-09-28,26.410037166889225,14.792147328097544,37.83453208214309
2016-09-29,26.428235726821782,14.249510994631958,38.18998225012745
2016-09-30,26.531834727515868,14.746724481792034,38.44889059528155
2016-10-03,26.863117849024533,15.571918176944278,38.30633880470608
2016-10-04,26.859116029908854,14.747573083115368,38.11053443796737
2016-10-05,26.852308505626237,15.331149834905096,38.62474901455594
2016-10-06,26.898010446328847,15.41027601254638,38.43156097520155
2016-10-07,27.019688317269633,16.559575908241722,38.93875409528059
2016-10-10,27.358254492690023,15.491253281622987,38.473198164870446
2016-10-11,27.34460821850701,15.983178330140534,38.57002284809227
2016-10-12,27.32397923809482,15.089304878699615,38.8269883270014
2016-10-13,27.352772594347456,16.121447324021545,39.865501480077526
