Date,Close,High,Low,Open,Volume,LSTM_Prediction
2023-10-03,170.72775268554688,171.94583284163102,169.16309162808642,170.589111258527,49594600.0,169.81549
2023-10-04,171.97549438476562,172.52016238398562,169.3115850792172,169.43041623876405,53020300.0,170.15794
2023-10-05,173.21339416503906,173.74814957044222,171.00501406167223,172.1042477774046,48527900.0,170.74333
2023-10-06,175.7683868408203,176.2635369377298,171.5001803124036,172.11417670790303,57266700.0,171.60132
2023-10-09,177.25379943847656,177.31321501974588,174.09474007424367,175.09493761742715,42390800.0,173.01787
2023-10-10,176.65963745117188,177.97673842144718,176.2239029815132,176.37245706568626,43698000.0,174.68277
2023-10-11,178.05596923828125,178.10548726772782,175.87731193966172,176.4714829606774,47551100.0,175.86653
2023-10-12,178.95713806152344,180.57131695227565,177.30332359387822,178.3233466007442,56743100.0,176.92052
2023-10-13,177.1151580810547,180.1652687325389,176.41203844407568,179.66022118086906,51427100.0,177.87698
2023-10-16,176.98643493652344,177.3429435766639,174.79786506856496,175.03554253225204,52517000.0,178.05782
2023-10-17,175.43165588378906,176.6893412361662,173.1044597256959,174.93650583601004,57549400.0,177.84537
2023-10-18,174.13436889648438,175.85749653944856,173.4114540423014,173.87689630601963,54764400.0,177.11165
2023-10-19,173.75807189941406,176.11497599372035,173.49068662646167,174.33243269200634,59302900.0,176.01286
2023-10-20,171.20306396484375,173.718419244541,170.96538653172513,173.60948564320893,64244000.0,174.94473
2023-10-23,171.32191467285156,172.32211231863303,168.2816861592976,169.25219112217718,55980100.0,173.4921
2023-10-24,171.75765991210938,171.98542471489895,169.78695717971306,171.37144345921354,43816600.0,172.29199
2023-10-25,169.4403533935547,171.38133313025827,168.99470625930118,170.2127862637829,57157000.0,171.61108
2023-10-26,165.27117919921875,169.71763198356828,164.06301189675906,168.71741923518283,70625300.0,170.7154
2023-10-27,166.58827209472656,167.32109955610002,165.21175565878588,165.29098147440297,58499100.0,168.89557
2023-10-30,168.63816833496094,169.50963710831374,167.23194424845474,167.38049830433684,51131000.0,167.51979
2023-10-31,169.113525390625,169.24225410780494,166.27135428067592,167.70730128574397,44846000.0,167.1977
2023-11-01,172.28248596191406,172.53995851269775,168.4698250558493,169.34129385969914,56934900.0,167.50981
2023-11-02,175.84759521484375,176.0555497728662,173.75806140886317,173.8174769968696,77334800.0,168.8357
2023-11-03,174.93650817871094,175.10487249469713,171.66852990822986,172.5498964006483,79829200.0,171.1689
2023-11-06,177.49148559570312,177.68954259678722,174.50079012453784,174.66913933099835,63841300.0,173.08145
2023-11-07,180.0563507080078,180.6703318638797,177.23398970359145,177.4419442386158,70530000.0,175.01692
2023-11-08,181.1159820556641,181.6705476858897,179.82858892219454,180.5812266581694,49340300.0,177.12857
2023-11-09,180.64065551757807,182.3340603263788,180.0464693782347,181.18532362684607,53763500.0,179.03616
2023-11-10,184.8351287841797,185.00371491529177,181.98922784820687,182.425536381392,66133400.0,180.2385
2023-11-13,183.24856567382807,184.46823531200093,182.66352248721637,184.26000678217756,43627500.0,181.94133
2023-11-14,185.86639404296875,186.53076740007103,184.7359652497266,186.1242058271512,60108400.0,182.96262
2023-11-15,186.4315948486328,187.909091303821,186.20353000343164,186.2729495954029,53790500.0,184.13464
2023-11-16,188.11734008789065,189.35684600106327,187.0662263637428,187.9785160308428,54412900.0,185.19267
2023-11-17,188.09750366210935,188.78171334674664,186.98691120628507,188.65279989002156,50922700.0,186.36784
2023-11-20,189.8427276611328,190.29887250675844,188.2859160609316,188.2958266614519,46505100.0,187.26958
2023-11-21,189.03955078125,189.91216790391465,188.14711245538987,189.80309076358157,38134500.0,188.28577
2023-11-22,189.7039031982422,191.31029805901488,189.22793715258507,189.88239992204348,39617700.0,188.86229
2023-11-24,188.3751373291016,189.2973223945837,187.66118076777323,189.26757546541884,24048300.0,189.29004
2023-11-27,188.1966552734375,189.0692722786972,187.31412766791345,188.3255687303111,40552600.0,189.19002
2023-11-28,188.80154418945312,189.47584330827428,187.80993940877175,188.1867540672509,38415400.0,188.85934
2023-11-29,187.7801818847656,190.47734794655037,187.3835460471391,189.2973359031836,43014200.0,188.67607
2023-11-30,188.35531616210935,188.7222202024886,186.61009727764167,188.2462390361622,48794400.0,188.32535
2023-12-01,189.63449096679688,189.9517966073436,187.64135580786584,188.73212704562349,45704800.0,188.15457
2023-12-04,187.83966064453125,188.45446581331387,185.87628768397204,188.38504622543272,43389500.0,188.43536
2023-12-05,191.79620361328125,192.76797210608757,188.58339853026052,188.61316059527184,66628400.0,188.35158
2023-12-06,190.70545959472656,193.12496281511596,190.49721591044624,192.8175677203081,41089700.0,189.19899
2023-12-07,192.63905334472656,193.3629205543118,191.96475426663108,192.0044269286476,47477700.0,189.89998
2023-12-08,194.0669403076172,194.34458838141987,192.0440584777004,192.5696076981615,53406400.0,190.88501
2023-12-11,191.55821228027344,191.86562248491865,189.8129932403368,191.4888078106811,60943700.0,192.10124
2023-12-12,193.0753631591797,193.08527375940776,190.1104595767513,191.45904261144972,52696900.0,192.42963
2023-12-13,196.29808044433597,196.3377379763236,193.214189106248,193.45216455954895,70404200.0,192.7302
2023-12-14,196.44680786132807,197.94412551234103,194.51318172109637,196.3575670696298,66831600.0,193.7798
2023-12-15,195.91136169433597,196.73438033852585,195.34613971264017,195.87168903034603,128538400.0,194.87988
2023-12-18,194.24546813964844,194.9792611555933,192.75806090539805,194.44378607807735,55751900.0,195.57524
2023-12-19,195.28663635253903,195.29654695271063,194.2454483684032,194.51318587990949,40714100.0,195.48897
2023-12-20,193.19435119628903,196.0204155959587,193.19435119628903,195.24696511767544,52242800.0,195.39026
2023-12-21,193.04559326171875,195.42545358966169,191.875506993429,194.45368523269556,46482500.0,194.74539
2023-12-22,191.9747009277344,193.76950324713707,191.3499850437056,193.5414232423936,37149600.0,194.0148
2023-12-26,191.4292755126953,192.2622197647221,191.2111212851617,191.9845716807132,28919300.0,193.1506
2023-12-27,191.5284423828125,191.87551008122907,189.4857391150024,190.8739947779816,48087700.0,192.31488
2023-12-28,191.9548492431641,193.0257841884141,191.5482876644632,192.51014548202977,34049900.0,191.73422
2023-12-29,190.9136657714844,192.76796185552627,190.12037892679612,192.27215946893213,42672100.0,191.51996
2024-01-02,184.0814971923828,186.8579933979713,182.34618895522584,185.5788148528252,82488700.0,191.23686
2024-01-03,182.70318603515625,184.3195067154423,181.8900628291485,182.67343910134508,58414500.0,189.21323
2024-01-04,180.3828125,181.552898769594,179.36146088139282,180.62078794157884,71983600.0,186.68364
2024-01-05,179.65895080566406,181.22568820887324,178.6574354024576,180.46216340525032,62379700.0,183.9878
2024-01-08,184.00218200683597,184.0418546715341,179.97626898919978,180.56131218264795,59144500.0,181.73009
2024-01-09,183.585693359375,183.5956039593173,181.1959224035276,182.37593441619447,42841800.0,181.36395
2024-01-10,184.6268768310547,184.8351053395885,182.3759299825551,182.8023278606972,46792900.0,181.73927
2024-01-11,184.03189086914065,185.47964021736215,182.0784286307964,184.97391219655432,49128400.0,182.61395
2024-01-12,184.3591461181641,185.17226924419936,183.63527891547236,184.49797017252533,40477800.0,183.32202
2024-01-16,182.08837890625,182.71307958868687,179.41103406753936,180.63071876275188,65603000.0,183.88095
2024-01-17,181.14634704589844,181.39424823145328,178.786338048284,179.74819585869176,47317400.0,183.64238
2024-01-18,187.04641723632807,187.55213023449687,184.2699207854721,184.52773258500528,78005800.0,182.90456
2024-01-19,189.95181274414065,190.3385380102556,187.23482528040057,187.74053828049293,68903000.0,183.69695
2024-01-22,192.26222229003903,193.69013538694645,190.6459018913611,190.68557454998964,60133900.0,185.63817
2024-01-23,193.54139709472656,194.10661903356933,192.20273983497611,193.3827518428589,42355600.0,188.14873
2024-01-24,192.8671112060547,194.73133285541883,192.70845082511164,193.7793857004472,53631300.0,190.57767
2024-01-25,192.5398712158203,194.6222470129892,191.4887727178786,193.58105911440475,54822100.0,192.1656
2024-01-26,190.8045654296875,193.12491668531047,190.3285994330514,192.63904008919584,44594000.0,192.91823
2024-01-29,190.1203765869141,190.5864320350317,187.98843240307312,190.3980247095346,47145600.0,192.67218
2024-01-30,186.4613342285156,190.18977744614463,185.89612743839436,189.33699683048337,55859400.0,191.90147
2024-01-31,182.85189819335935,185.52924295226455,182.80233006356883,185.4697339612798,55467800.0,190.14209
2024-02-01,185.291259765625,185.38050055962896,182.2767880551107,182.4453590429028,64885400.0,187.49542
2024-02-02,184.2897491455078,185.75731994134992,177.74515173237538,178.35003123610636,102551700.0,185.81284
2024-02-05,186.1043701171875,187.6611968198497,184.27982102914157,186.57042555488331,69668800.0,184.66783
2024-02-06,187.71078491210935,187.7206955127049,185.2020260688322,185.291266866256,43490800.0,184.52061
2024-02-07,187.81988525390625,189.44611666314967,187.0265983182702,189.0395550281664,53439000.0,185.23993
2024-02-08,186.73899841308597,187.94874218828468,185.7771406742971,187.80000754030144,40962000.0,186.16306
2024-02-09,187.5035095214844,188.63538073939827,186.65956394365637,187.30492339729363,45155200.0,186.66225
2024-02-12,185.81561279296875,187.32477942159008,185.4581789901372,187.07656192379025,41781900.0,187.07747
2024-02-13,183.72067260742188,184.8823439309324,182.20158259974824,184.4454786725173,56529500.0,186.90633
2024-02-14,182.83702087402344,184.2071864451767,181.139221505416,183.9986922104331,54630500.0,185.99968
2024-02-15,182.5490875244141,183.17460050228615,180.05698915939104,182.2413002337134,65434500.0,184.80087
2024-02-16,181.01014709472656,183.5320456548448,180.37471083115267,182.1122335213933,49752500.0,183.71121
2024-02-20,180.26548767089844,181.12927978468983,178.7166127841021,180.49384354523508,53665600.0,182.5372
2024-02-21,181.02008056640625,181.5860086349742,179.37191259479573,180.64278508736416,41371400.0,181.43977
2024-02-22,183.05545043945312,183.64125529629035,181.15908011476063,182.17179668082835,52292200.0,180.85399
2024-02-23,181.21864318847656,183.72066477086588,180.9307023940782,183.6908798817894,45119700.0,181.15729
2024-02-26,179.8683319091797,181.45691481099772,179.36195851579282,180.94063332165365,40867400.0,181.26057
2024-02-27,181.3278350830078,182.6086305908225,178.27971721132093,179.80874534467284,54318900.0,180.9206
2024-02-28,180.12648010253906,181.814356133641,178.84568442217187,181.2087048057168,48953900.0,180.87895
2024-02-29,179.46128845214844,181.26831948615475,178.2499855974841,179.97758519757838,136682600.0,180.64743
2024-03-01,178.3790283203125,179.24282037465971,176.11528592616577,178.26981201401622,73563100.0,180.23083
2024-03-04,173.85153198242188,175.63868574855184,172.55085963930404,174.89403329600003,81510100.0,179.56438
2024-03-05,168.90704345703125,170.8133520831047,168.41060844555398,169.5424796657224,95132400.0,177.78798
2024-03-06,167.91419982910156,170.0190949106372,167.47733452633008,169.84037040041403,68587700.0,174.74504
2024-03-07,167.79502868652344,169.51268953107953,167.28867044448495,167.9439531253601,71765100.0,171.71402
2024-03-08,169.51271057128906,172.46153602621885,167.7354797306053,167.7950495135339,76267000.0,169.4163
2024-03-11,171.51829528808594,173.13667826239134,170.8232893067872,171.7069430151515,60139500.0,168.44174
2024-03-12,171.99488830566406,172.78918743932962,169.79071540599014,171.9154568772979,59825400.0,168.7766
2024-03-13,169.9098663330078,171.9551763303205,169.54249409126064,171.53817270319811,52488700.0,169.69513
2024-03-14,171.7665252685547,173.06718266017282,170.82330171470906,171.67717059661035,72913500.0,170.09386
2024-03-15,171.38922119140625,171.38922119140625,169.0758321837892,169.94956266563446,121752700.0,170.68318
2024-03-18,172.4813995361328,176.4429567936847,172.2828285408912,174.31821532960825,75604200.0,171.09856
2024-03-19,174.82456970214844,175.350789645184,171.7963128554373,173.09697026746844,55215200.0,171.62506
2024-03-20,177.39610290527344,177.39610290527344,173.84162605000233,174.467139074951,53423100.0,172.66718
2024-03-21,170.14813232421875,176.22450721449738,169.6219124199128,175.78764197696165,106181300.0,174.31465
2024-03-22,171.05166625976562,171.8161805084586,168.8474933401544,170.5353695457136,71160100.0,173.8879
2024-03-25,169.63185119628906,170.7140758962492,168.24182406010684,169.3538487990515,54288300.0,172.99138
2024-03-26,168.49998474121094,170.19778406175462,168.37090678526505,168.78791039294236,57388400.0,171.74207
2024-03-27,172.07431030273438,172.36225110852925,168.89712909220745,169.19499314475576,60273300.0,170.36624
2024-03-28,170.25735473632812,171.00200728609337,169.29426955996547,170.5254338962422,65672700.0,170.21074
2024-04-01,168.8177032470703,170.02900599080004,168.2716216576847,169.9694362083208,46240500.0,170.1035
2024-04-02,167.6361846923828,168.13261974429108,167.0305333230549,167.87447897129715,49329500.0,169.68355
2024-04-03,168.44039916992188,169.46305411699578,167.37803608655156,167.5865303145986,47691700.0,168.94566
2024-04-04,167.61631774902344,170.69420560535343,167.61631774902344,169.07582268557752,53704400.0,168.47916
2024-04-05,168.37091064453125,169.17513298848516,167.74539764368038,168.3808338913719,42104800.0,168.02493
2024-04-08,167.24896240234375,167.99361496437555,167.04046816897213,167.82482886831443,37425500.0,167.89241
2024-04-09,168.46026611328125,168.86734648560252,167.1496854743383,167.49718091534808,42373800.0,167.63347
2024-04-10,166.58375549316406,167.88441298860536,165.9185342989306,167.59648730602532,49709300.0,167.7106
2024-04-11,173.79197692871094,174.208995705804,166.9610408919762,167.13975023930564,91070300.0,167.41602
2024-04-12,175.29119873046875,177.08829097776882,172.96788660357228,173.0175179827845,101670900.0,168.92625
2024-04-15,171.45872497558594,175.37063525095596,171.27007724910962,174.10968609239896,73531800.0,171.15697
2024-04-16,168.1723175048828,172.5210775974863,167.0702312509368,170.52541444574328,73711200.0,172.12091
2024-04-17,166.8021697998047,169.43326939438705,166.8021697998047,168.4006911997193,50901200.0,171.49097
2024-04-18,165.84901428222656,167.4376124969012,165.36251763085394,166.83196113193097,43122900.0,170.0223
2024-04-19,163.8235626220703,165.21357466916862,162.9101239696921,165.02494208062998,68149400.0,168.3267
2024-04-22,164.65756225585938,166.06743588145892,163.59519920100377,164.33985172403135,48116400.0,166.4332
2024-04-23,165.71002197265625,165.85896158515186,163.744143317683,164.17108536017497,49537800.0,165.15146
2024-04-24,167.8148956298828,168.09289802448964,165.02493328758231,165.35256706337344,48251800.0,164.70865
2024-04-25,168.67868041992188,169.3935480180457,166.95108119945704,168.32124662085997,50558300.0,165.26749
2024-04-26,168.0928955078125,170.1183436596222,167.97374080476908,168.66876193087458,44838400.0,166.32272
2024-04-29,172.26295471191406,174.7749147415349,171.86581274952138,172.1338767566388,68169400.0,167.17233
2024-04-30,169.1155548095703,173.74233280675443,168.78790588015656,172.09416491333778,65934800.0,168.81892
2024-05-01,168.0928955078125,171.47858587357683,167.90424778215495,168.37089789825708,50383100.0,169.5433
2024-05-02,171.79629516601562,172.1835138606425,169.67155396857694,171.27999852318183,94214900.0,169.45935
2024-05-03,182.07254028320312,185.66672552286605,181.35767253443083,185.31921489638069,163224100.0,170.02725
2024-05-06,180.41441345214844,182.8866500436298,179.13360267463952,181.04984964293004,78569700.0,173.37712
2024-05-07,181.09950256347656,183.5816778461448,180.02721617336002,182.14201921219637,77305800.0,176.5366
2024-05-08,181.4370880126953,181.7647369645701,180.15627709627628,181.5463043299869,45057100.0,179.01115
2024-05-09,183.25405883789065,183.3434135192828,180.81159149652717,181.2583800534848,48983000.0,180.65991
2024-05-10,181.9913787841797,184.01957427538,181.0767011963408,183.83067066594327,50759500.0,182.01901
2024-05-13,185.20269775390625,186.01796278299403,183.5522942832241,184.36755931231187,72044800.0,182.55963
2024-05-14,186.34603881835935,187.2110177098357,185.2126323262415,186.4255779791011,52393600.0,183.46718
2024-05-15,188.6228179931641,189.5474323621825,186.2864023770235,186.8232879601364,70400000.0,184.56279
2024-05-16,188.7420959472656,189.99481870677727,188.5631442219314,189.36845732702145,52845200.0,186.04192
2024-05-17,188.7719268798828,189.70649303935696,188.08591490450095,188.4140082479681,41282900.0,187.31401
2024-05-20,189.9351501464844,190.8100656899344,187.91689147556076,188.23504809883084,44361300.0,188.18257
2024-05-21,191.2375946044922,191.6153866469515,189.815856788038,189.98487181213304,42309400.0,188.9688
2024-05-22,189.79595947265625,191.70486886169917,189.1696132758398,191.158046649762,34648500.0,189.85323
2024-05-23,185.7992248535156,189.89539287135,185.55067067436465,189.87550428926585,51005900.0,190.16028
2024-05-24,188.88128662109372,189.4778227162681,186.9525037733123,187.7280067652561,36327000.0,189.1092
2024-05-28,188.8912353515625,191.88382214222983,188.00638309980087,190.40243380522855,52280100.0,188.60599
2024-05-29,189.18951416015625,191.13818582461727,188.41402624535667,188.5134539967084,53068000.0,188.43086
2024-05-30,190.1837158203125,191.06856812279528,189.52754429358757,189.6567821553814,49889100.0,188.51314
2024-05-31,191.13815307617188,191.4563096895504,188.81168973037515,190.3328400080532,75158300.0,188.94298
2024-06-03,192.9078826904297,193.8623374845637,191.4066207978332,191.784412862338,50080500.0,189.6552
2024-06-04,193.2260284423828,194.19041988861156,191.91365507081835,193.51434462038463,47471400.0,190.7674
2024-06-05,194.7372131347656,195.7612550851036,193.7429964707061,194.26993008901428,54156800.0,191.8359
2024-06-06,193.3552703857422,195.3635924798522,193.04706561878615,194.55827933508485,41181800.0,193.01488
2024-06-07,195.75132751464844,195.80104138427976,193.0172315608974,193.5242766218339,53103900.0,193.56245
2024-06-10,192.00314331054688,196.1589774177998,191.03875180216343,195.7612815959928,97010200.0,194.35544
2024-06-11,205.95199584960935,205.96194772636147,192.51019617172983,192.5300695841464,172373300.0,194.0334
2024-06-12,211.8377685546875,218.92652361101457,205.7034379048798,206.1707209873844,198134300.0,197.06046
2024-06-13,213.00099182128903,215.49647028335949,210.37626033331,213.49810017257707,97862700.0,202.14954
2024-06-14,211.2611083984375,213.9256018265929,210.07798811856895,212.613243693924,70122700.0,207.0403
2024-06-17,215.41696166992188,217.6837748595555,211.4898081720374,212.1360430521221,93728300.0,210.1114
2024-06-18,213.0507049560547,217.3656172672209,211.7681719978675,216.3316233309755,79943300.0,212.77641
2024-06-20,208.4673614501953,213.00100258632773,207.64217489543017,212.6927826496957,86172500.0,213.89935
2024-06-21,206.29005432128903,210.66460227969185,205.91224707350656,209.17327704334383,241805100.0,212.88387
2024-06-24,206.936279296875,211.4699053713697,205.39524025887107,206.51871007112356,80727000.0,210.70726
2024-06-25,207.86090087890625,210.15753911842552,207.40355450398363,207.94042486793816,55549700.0,208.79237
2024-06-26,212.01670837402344,213.6173978459433,209.42180221570723,210.2768291728298,66213200.0,207.70221
2024-06-27,212.8618011474609,214.49231592564604,211.12192192565487,213.44838535845383,49772700.0,208.32509
2024-06-28,209.40191650390625,214.8204096554565,209.08377504858177,214.52214161134157,82542700.0,209.6821
2024-07-01,215.49647521972656,216.25207446959735,210.6944066158183,210.86342163866271,60402900.0,210.06741
2024-07-02,218.99612426757807,219.10548871515067,213.85602557275527,214.8999410071237,58046200.0,211.63324
2024-07-03,220.2687225341797,220.2687225341797,217.76329209306172,218.7276835478024,37369800.0,214.16888
2024-07-05,225.0310211181641,225.14038557018992,220.3681420180832,220.3681420180832,60412400.0,216.75972
2024-07-08,226.50247192382807,226.53229721329785,221.95889400104969,225.7766827586142,59085900.0,219.97899
2024-07-09,227.3574981689453,228.07333550260196,225.0608597111907,226.61183554393173,48076100.0,222.9687
2024-07-10,231.6326141357422,231.7320418789461,227.9241899064988,227.9739037781008,62627700.0,225.29964
2024-07-11,226.25392150878903,231.04603853364384,224.4643282580064,230.0518217466028,64710600.0,227.89972
2024-07-12,229.2067108154297,231.2945719488415,227.3574671508641,227.59608461971035,53046500.0,228.41429
2024-07-15,233.04440307617188,235.8580383346859,231.7419815445035,235.11237576276483,62631300.0,228.79814
2024-07-16,233.4619903564453,234.9036016458956,230.9863851256273,233.64094209406048,43234300.0,230.02483
2024-07-17,227.5563507080078,230.12143192510837,225.32929956891292,228.1230464069532,57345900.0,231.33313
2024-07-18,222.8834991455078,229.10730558155055,220.9845567217071,228.94822726389444,66034600.0,230.71947
2024-07-19,223.01275634765625,225.4883615119168,221.9887143107171,223.5198165983548,49151500.0,228.2903
2024-07-22,222.664794921875,226.4626951020567,221.799816014305,225.6971439398997,48201800.0,225.84103
2024-07-23,223.70870971679688,225.6275559695254,221.3921828247117,223.07241159149987,39960300.0,223.91826
2024-07-24,217.276123046875,223.4999296447353,215.8742889513949,222.70455320631825,61777600.0,222.99138
2024-07-25,216.2321929931641,219.57276167257183,213.37878078186108,217.6638522810165,51391200.0,220.975
2024-07-26,216.69949340820312,218.2206438494584,214.76075857434796,217.4352041073067,41601300.0,218.83524
2024-07-29,216.97787475585935,218.0317421116191,214.50226952108,215.70527849563507,36311800.0,217.3433
2024-07-30,217.5346221923828,219.05577256608925,214.87011348402856,217.92236610782675,41643800.0,216.57922
2024-07-31,220.795654296875,222.5255968769169,219.3540430654452,220.1593561933901,50036300.0,216.46594
2024-08-01,217.09718322753903,223.1817852498598,215.76493634313653,223.07242079394348,62501000.0,217.52928
2024-08-02,218.58848571777344,224.29529507499743,216.45092586682145,217.88258518105536,105568600.0,217.78094
2024-08-05,208.0597381591797,212.26527065556357,194.866477978878,197.9386040162881,119548600.0,218.08295
2024-08-06,206.03152465820312,208.7755724881847,199.90716125146164,204.1126936889009,69660500.0,215.49434
2024-08-07,208.6065673828125,212.40446750854989,205.1963960152132,205.70344110024527,63516400.0,211.9627
2024-08-08,212.07638549804688,212.9612378528938,207.62229843313003,211.87754516998305,47161100.0,209.65039
2024-08-09,214.98944091796875,215.5263113015057,210.7441310403627,210.8733840757052,42201600.0,209.32225
2024-08-12,216.5222930908203,218.49311650663688,214.60124108809117,215.0690650325273,38028100.0,210.63823
2024-08-13,220.24497985839844,220.86210287308924,217.99543949730665,217.99543949730665,44155300.0,212.68054
2024-08-14,220.69288635253903,221.9968153653892,218.68223972219693,219.54821978702563,41960600.0,215.4901
2024-08-15,223.6790008544922,224.3060872818483,221.72807374055304,223.5595616066544,46414000.0,217.9783
2024-08-16,225.0028381347656,225.77922361016536,222.6139468974481,222.88270038911836,44340200.0,220.49461
2024-08-19,224.84356689453125,224.94310972106825,222.00676340736013,224.6743562399008,40687800.0,222.69307
2024-08-20,225.460693359375,226.11763957317405,224.4056062095116,224.72413110884565,30299000.0,224.12532
2024-08-21,225.3512115478516,226.9238941294544,224.00747444255487,225.4706659840429,34765500.0,225.03107
2024-08-22,223.4898681640625,227.28221598709212,222.86278176595104,226.7347608131935,43695300.0,225.43814
2024-08-23,225.78916931152344,227.16278137803025,223.29080225181497,224.61464290366072,38677300.0,225.02226
2024-08-26,226.12759399414065,226.22713682494347,222.85284141893555,225.7095414433551,30602200.0,225.00993
2024-08-27,226.97366333007807,227.7898720189865,223.8482098014285,224.9530683997657,35934600.0,225.22264
2024-08-28,225.4407958984375,228.7951795929336,224.6345354462772,226.86416416696267,38052200.0,225.6918
2024-08-29,228.7255096435547,231.8410150307569,227.8197366882459,229.03408635152132,51906300.0,225.71907
2024-08-30,227.9391632080078,229.33267166766268,226.42620031745173,229.123652992766,52990800.0,226.46599
2024-09-03,221.738037109375,227.9391727978887,220.1454429272487,227.4912604304481,50190600.0,227.0647
2024-09-04,219.8269195556641,220.75260404502964,216.47252073588623,220.6331648046219,43840200.0,225.78326
